TRIATHLON SPRINT CITTA' DI NASO | 11-07-2026 | Naso (Messina) | Sicilia | TRIATHLON SPRINT CITTA' DI NASO | https://www.myfitri.it/calendario/evento/113938
TRIATHLON SPRINT CITTÀ DI BRESCIA- TROFEO PARCO DELLE CAVE (OPEN PVTI) | 30-08-2026 | Brescia (Brescia) | Lombardia | TRIATHLON SPRINT CITTA' DI BRESCIA- TROFEO PARCO DELLE CAVE (OPEN PVTI) | https://www.myfitri.it/calendario/evento/113936
TRIATHLON SPRINT DI MAZARA DEL VALLO 1.0 | 20-06-2026 | Mazara del Vallo (Trapani) | Sicilia | Triathlon Kids Mazara del Vallo | https://www.myfitri.it/calendario/evento/113949
TRIATHLON SPRINT DI MAZARA DEL VALLO 1.0 | 20-06-2026 | Mazara del Vallo (Trapani) | Sicilia | Triathlon Youth Mazara del Vallo | https://www.myfitri.it/calendario/evento/113949
TRIATHLON SPRINT DI MAZARA DEL VALLO 1.0 | 21-06-2026 | Mazara del Vallo (Trapani) | Sicilia | TRIATHLON SPRINT DI MAZARA DEL VALLO 1.0 | https://www.myfitri.it/calendario/evento/113949
TRIATHLON SPRINT NETIUM | 14-06-2026 | Giovinazzo (Bari) | Puglia | TRIATHLON SPRINT NETIUM | https://www.myfitri.it/calendario/evento/113873
TRIATHLON SPRINT NETIUM | 14-06-2026 | Giovinazzo (Bari) | Puglia | Triathlon Sprint Netium | https://www.myfitri.it/calendario/evento/113873
TriO Iseo | 05-09-2026 | Iseo (Brescia) | Lombardia | TriO Iseo - Olimpico Silver | https://www.myfitri.it/calendario/evento/113883
TriO Iseo | 06-09-2026 | Iseo (Brescia) | Lombardia | TriO Iseo - Sprint Silver | https://www.myfitri.it/calendario/evento/113883
Triathlon Cross Lavaredo | 12-07-2026 | Auronzo di Cadore (Belluno) | Veneto | Triathlon Cross- Circuito | https://www.myfitri.it/calendario/evento/113903
Triathlon Medio e Olimpico No-Draft città di Candia | 10-05-2026 | Candia Canavese (Torino) | Piemonte | TRIATHLON MEDIO CITTÀ DI CANDIA CANAVESE | https://www.myfitri.it/calendario/evento/113911
Triathlon Medio e Olimpico No-Draft città di Candia | 10-05-2026 | Candia Canavese (Torino) | Piemonte | TRIATHLON OLIMPICO NO-DRAFT CITTÀ DI CANDIA CANAVESE | https://www.myfitri.it/calendario/evento/113911
Triathlon Olimpico Internazionale della Versilia - V Trofeo "Città di Pietrasanta" | 18-10-2026 | Pietrasanta (Lucca) | Toscana | Triathlon Olimpico Internazionale della Versilia - V Trofeo | https://www.myfitri.it/calendario/evento/113869
Triathlon Sprint Altotevere | 03-05-2026 | San Giustino (Perugia) | Umbria | Triathlon Sprint Altotevere | https://www.myfitri.it/calendario/evento/113932
Triathlon Sprint dei Principi | 26-04-2026 | Fossano (Cuneo) | Piemonte | Triathlon Sprint dei Principi - Fossano (CN) | https://www.myfitri.it/calendario/evento/113940
Triathlon internazionale di Mergozzo | 13-09-2026 | Mergozzo (Verbania) | Piemonte | TRIATHLON INTERNAZIONALE DI MERGOZZO | https://www.myfitri.it/calendario/evento/113892
VENICE CAORLE TRI 2026 | 10-05-2026 | Caorle (Venezia) | Veneto | TRIATHLON OLIMPICO NO DRAFT SILVER CAORLE | https://www.myfitri.it/calendario/evento/113904
VENICE CAORLE TRI 2026 | 10-05-2026 | Caorle (Venezia) | Veneto | TRIATHLON SPRINT RANK SILVER CAORLE | https://www.myfitri.it/calendario/evento/113904
VENICE JESOLO IRONMAN 70.3 | 03-05-2026 | Jesolo (Venezia) | Veneto | VENICE JESOLO IRONMAN 70.3 | https://www.myfitri.it/calendario/evento/113878
VIII TRIATHLON LE BANDIE DEGLI EROI | 17-05-2026 | Spresiano (Treviso) | Veneto | VIII  MINITRIATHLON  GIOVANILE LE BANDIE DEGLI EROI | https://www.myfitri.it/calendario/evento/113879
VIII TRIATHLON LE BANDIE DEGLI EROI | 17-05-2026 | Spresiano (Treviso) | Veneto | VIII TRIATHLON KIDS LE BANDIE DEGLI EROI | https://www.myfitri.it/calendario/evento/113879
VIII TRIATHLON LE BANDIE DEGLI EROI | 17-05-2026 | Spresiano (Treviso) | Veneto | VIII TRIATHLON SPRINT LE BANDIE DEGLI EROI | https://www.myfitri.it/calendario/evento/113879
VIII TRIATHLON LE BANDIE DEGLI EROI | 17-05-2026 | Spresiano (Treviso) | Veneto | VIII TRIATHLON SUPER SPRINT LE BANDIE DEGLI EROI | https://www.myfitri.it/calendario/evento/113879
X TRIATHLON CITTA' DI SAVONA | 11-10-2026 | Savona (Savona) | Liguria | X Triathlon Città di Savona | https://www.myfitri.it/calendario/evento/113907
XTERRA EUROPEAN CHAMPIONSHIP | 20-06-2026 | Molveno (Trento) | Trentino-Alto Adige/Südtirol | XTERRA EUROPEAN CHAMPIONSHIP | https://www.myfitri.it/calendario/evento/113893
XX Olympic Triathlon Città di Recco | 12-07-2026 | Recco (Genova) | Liguria | XX Olympic Triathlon Città di Recco | https://www.myfitri.it/calendario/evento/113865
campionato italiano universitario campionato italiano paratriathlon | 16-05-2026 | Loano (Savona) | Liguria | triathlon Kids Loano | https://www.myfitri.it/calendario/evento/113880
campionato italiano universitario campionato italiano paratriathlon | 16-05-2026 | Loano (Savona) | Liguria | triathlon giovani nord-ovest Loano | https://www.myfitri.it/calendario/evento/113880
campionato italiano universitario campionato italiano paratriathlon | 17-05-2026 | Loano (Savona) | Liguria | 4_TRIATHLON SPRINT LOANO | https://www.myfitri.it/calendario/evento/113880
campionato italiano universitario campionato italiano paratriathlon | 17-05-2026 | Loano (Savona) | Liguria | cambionato italiano universitario in collaborazione con CUS PROPATRIA MILANO | https://www.myfitri.it/calendario/evento/113880
campionato italiano universitario campionato italiano paratriathlon | 17-05-2026 | Loano (Savona) | Liguria | campionato italiano paratriathlon | https://www.myfitri.it/calendario/evento/113880
